1484, -0.47, 0.78, -0.44, -1.77, 1.59, 0.98, -30.01, 35.71, -26.41, 1.0000, 0.0076, 0.0011, 0.0001, 359.76, 359.12, 359.99, 319.96
1497, -0.47, 0.78, -0.41, -2.26, 1.65, 1.04, -28.66, 37.66, -23.86, 1.0000, 0.0078, 0.0014, 0.0002, 359.67, 359.10, 359.98, 322.73
1510, -0.47, 0.83, -0.43, -2.93, 2.07, 1.04, -28.81, 37.51, -20.86, 1.0000, 0.0080, 0.0018, 0.0003, 359.58, 359.09, 359.97, 322.48
1523, -0.47, 0.83, -0.40, -3.23, 2.01, 1.04, -28.66, 36.91, -22.81, 1.0000, 0.0081, 0.0023, 0.0004, 359.48, 359.07, 359.96, 322.17
1536, -0.46, 0.81, -0.40, -2.68, 1.83, 0.91, -28.51, 37.81, -24.01, 1.0000, 0.0082, 0.0027, 0.0005, 359.39, 359.06, 359.95, 322.98
1549, -0.46, 0.84, -0.40, -2.13, 1.95, 0.30, -28.21, 36.01, -22.66, 1.0000, 0.0084, 0.0031, 0.0005, 359.30, 359.03, 359.94, 321.93
1562, -0.46, 0.85, -0.39, -0.91, 1.95, 0.24, -27.61, 35.86, -21.76, 1.0000, 0.0087, 0.0035, 0.0005, 359.21, 359.00, 359.94, 322.41
1575, -0.46, 0.82, -0.37, 0.30, 2.01, 0.79, -28.21, 38.56, -21.31, 1.0000, 0.0091, 0.0039, 0.0006, 359.11, 358.96, 359.93, 323.81
1642, -0.47, 0.82, -0.36, 1.04, 2.13, 0.91, -28.66, 40.51, -16.50, 0.9999, 0.0096, 0.0043, 0.0007, 359.02, 358.90, 359.92, 324.72
1656, -0.47, 0.85, -0.37, 0.73, 2.13, 0.73, -29.41, 41.26, -15.90, 0.9999, 0.0101, 0.0047, 0.0008, 358.93, 358.85, 359.92, 324.52
1669, -0.47, 0.83, -0.38, 1.71, 2.38, 1.04, -29.41, 40.21, -19.05, 0.9999, 0.0106, 0.0051, 0.0009, 358.83, 358.79, 359.91, 323.82
1682, -0.48, 0.83, -0.37, 2.87, 2.68, 1.46, -27.46, 40.66, -18.75, 0.9999, 0.0112, 0.0056, 0.0010, 358.72, 358.72, 359.90, 325.97
1696, -0.47, 0.84, -0.36, 3.54, 2.68, 1.52, -27.76, 40.36, -19.80, 0.9999, 0.0119, 0.0060, 0.0011, 358.61, 358.64, 359.88, 325.48
1709, -0.48, 0.83, -0.38, 4.57, 2.13, 1.89, -27.31, 40.96, -18.60, 0.9999, 0.0127, 0.0065, 0.0013, 358.51, 358.55, 359.86, 326.31
1722, -0.47, 0.81, -0.38, 5.67, 2.01, 2.01, -28.51, 39.31, -17.70, 0.9999, 0.0136, 0.0069, 0.0015, 358.42, 358.45, 359.84, 324.05
1759, -0.47, 0.81, -0.40, 6.59, 2.13, 1.83, -26.41, 39.61, -18.75, 0.9999, 0.0145, 0.0073, 0.0016, 358.33, 358.34, 359.82, 326.31
1772, -0.47, 0.82, -0.42, 7.26, 2.13, 1.89, -28.36, 38.71, -18.00, 0.9998, 0.0155, 0.0077, 0.0018, 358.23, 358.22, 359.81, 323.78
1785, -0.48, 0.80, -0.41, 7.50, 2.93, 2.13, -28.51, 38.86, -18.75, 0.9998, 0.0166, 0.0082, 0.0020, 358.12, 358.10, 359.79, 323.74
1799, -0.48, 0.78, -0.43, 7.38, 3.78, 2.44, -28.51, 41.86, -18.45, 0.9998, 0.0176, 0.0087, 0.0022, 358.00, 357.99, 359.77, 325.74
1812, -0.48, 0.79, -0.41, 6.89, 4.45, 2.38, -28.51, 39.31, -19.80, 0.9998, 0.0186, 0.0093, 0.0024, 357.86, 357.87, 359.74, 324.05
1825, -0.47, 0.78, -0.44, 7.38, 5.37, 2.68, -28.21, 39.31, -19.80, 0.9998, 0.0196, 0.0100, 0.0026, 357.70, 357.76, 359.72, 324.34
1838, -0.47, 0.76, -0.45, 6.46, 6.34, 2.93, -29.11, 38.41, -19.05, 0.9997, 0.0206, 0.0107, 0.0029, 357.52, 357.65, 359.69, 322.84
1874, -0.49, 0.78, -0.44, 6.28, 7.38, 3.35, -27.91, 37.36, -17.55, 0.9997, 0.0215, 0.0116, 0.0032, 357.33, 357.54, 359.66, 323.24
1888, -0.46, 0.77, -0.43, 6.46, 8.05, 3.23, -29.56, 37.06, -18.45, 0.9997, 0.0224, 0.0125, 0.0035, 357.11, 357.43, 359.63, 321.43
1901, -0.49, 0.79, -0.44, 6.83, 8.48, 3.35, -28.66, 36.91, -17.55, 0.9996, 0.0234, 0.0135, 0.0038, 356.89, 357.32, 359.60, 322.17
1914, 0.04, -0.05, -0.47, 102.74, -57.99, 7.13, -30.31, 37.06, -18.15, 0.9996, 0.0308, 0.0254, 0.0155, 354.06, 356.51, 358.32, 320.72
1928, -0.46, 0.81, -0.49, 6.95, 8.48, 4.15, -29.26, 36.76, -19.50, 0.9995, 0.0264, 0.0164, 0.0048, 356.21, 356.98, 359.50, 321.48
1941, -0.45, 0.81, -0.48, 6.83, 8.84, 3.54, -28.81, 36.76, -19.50, 0.9995, 0.0274, 0.0174, 0.0052, 355.98, 356.86, 359.46, 321.92
2022, -0.48, 0.80, -0.44, -5.00, -2.26, -0.85, -28.81, 36.46, -18.45, 0.9989, 0.0420, 0.0185, 0.0063, 355.70, 355.20, 359.37, 321.69
2057, -0.48, 0.80, -0.44, -5.24, -2.26, -0.85, -29.41, 36.91, -17.25, 0.9989, 0.0419, 0.0186, 0.0062, 355.69, 355.21, 359.38, 321.45
2070, -0.47, 0.80, -0.40, -5.24, -2.20, -0.85, -30.61, 36.76, -18.15, 0.9989, 0.0419, 0.0186, 0.0061, 355.68, 355.21, 359.39, 320.22
2083, -0.47, 0.81, -0.41, -5.30, -2.01, -0.91, -29.71, 35.86, -19.35, 0.9989, 0.0418, 0.0187, 0.0061, 355.67, 355.22, 359.39, 320.36
2096, -0.47, 0.81, -0.38, -5.37, -2.07, -0.79, -30.01, 36.76, -18.45, 0.9989, 0.0417, 0.0187, 0.0060, 355.65, 355.23, 359.40, 320.77
2109, -0.47, 0.82, -0.38, -5.00, -2.20, -0.73, -29.71, 35.86, -18.30, 0.9989, 0.0417, 0.0188, 0.0059, 355.64, 355.23, 359.41, 320.36
2122, -0.48, 0.83, -0.39, -4.63, -2.38, -0.67, -29.41, 36.16, -18.60, 0.9989, 0.0417, 0.0188, 0.0059, 355.63, 355.23, 359.41, 320.88
