1479, -0.84, 0.23, 0.52, -0.49, 0.85, -0.12, 13.35, -14.25, 33.76, 1.0000, 0.0076, 0.0011, 0.0000, 359.75, 359.13, 0.00, 136.87
1492, -0.79, 0.20, 0.48, -0.37, 0.91, 0.00, 12.45, -15.60, 33.31, 1.0000, 0.0077, 0.0016, 0.0000, 359.64, 359.12, 0.00, 141.41
1505, -0.75, 0.19, 0.46, -0.49, 0.61, -0.12, 12.90, -16.95, 33.91, 1.0000, 0.0077, 0.0020, -0.0000, 359.54, 359.11, 0.00, 142.73
1518, -0.79, 0.21, 0.49, -0.67, 0.37, -0.18, 15.15, -17.10, 33.46, 1.0000, 0.0078, 0.0024, -0.0000, 359.45, 359.11, 0.00, 138.46
1530, -0.84, 0.22, 0.51, -0.61, 0.30, -0.12, 14.25, -15.60, 34.66, 1.0000, 0.0078, 0.0028, -0.0000, 359.35, 359.10, 0.01, 137.59
1543, -0.89, 0.25, 0.55, -0.49, 0.49, -0.24, 13.95, -16.20, 33.91, 1.0000, 0.0079, 0.0033, -0.0000, 359.25, 359.10, 0.01, 139.27
1556, -0.89, 0.25, 0.56, -0.24, 0.49, -0.12, 12.45, -15.60, 33.61, 1.0000, 0.0080, 0.0038, -0.0000, 359.14, 359.09, 0.01, 141.41
1569, -0.86, 0.24, 0.53, -0.30, 0.67, -0.12, 14.25, -16.65, 32.26, 1.0000, 0.0080, 0.0042, -0.0001, 359.03, 359.08, 0.01, 139.44
2206, -0.82, 0.23, 0.51, -1.34, 0.61, 0.00, 14.55, -17.85, 34.51, 0.9996, 0.0085, 0.0256, 0.0000, 354.13, 359.03, 0.02, 140.82
2219, -0.83, 0.23, 0.52, -1.40, 0.61, 0.06, 14.10, -16.50, 32.41, 0.9996, 0.0085, 0.0260, 0.0000, 354.03, 359.03, 0.02, 139.48
2232, -0.84, 0.23, 0.55, -1.40, 0.61, 3.84, 13.65, -13.80, 32.26, 0.9996, 0.0085, 0.0265, 0.0000, 353.93, 359.03, 0.02, 135.31
2306, -0.82, 0.22, 0.52, -0.73, 0.49, 0.00, 13.35, -13.95, 32.41, 0.9991, 0.0089, 0.0413, 0.0002, 350.54, 358.98, 0.02, 136.26
2319, -0.81, 0.23, 0.50, -0.79, 0.43, -0.24, 13.35, -16.50, 31.66, 0.9991, 0.0089, 0.0417, 0.0002, 350.44, 358.98, 0.02, 141.02
2332, -0.82, 0.21, 0.51, -0.79, 0.37, -0.24, 12.15, -16.20, 32.56, 0.9991, 0.0089, 0.0421, 0.0002, 350.35, 358.98, 0.02, 143.13
2344, -0.84, 0.21, 0.52, -0.79, 0.49, 0.00, 13.65, -15.60, 32.26, 0.9991, 0.0090, 0.0425, 0.0002, 350.26, 358.97, 0.02, 138.81
2805, -0.84, 0.24, 0.52, -1.10, 0.43, 0.06, 16.35, -16.50, 32.41, 0.9987, 0.0092, 0.0493, 0.0003, 348.69, 358.94, 0.02, 135.26
2818, -0.85, 0.25, 0.52, -1.10, 0.43, 0.18, 12.90, -15.60, 33.61, 0.9987, 0.0092, 0.0498, 0.0003, 348.59, 358.94, 0.02, 140.41
2831, -0.85, 0.23, 0.53, -1.04, 0.49, 0.12, 12.00, -15.75, 33.01, 0.9987, 0.0092, 0.0502, 0.0004, 348.49, 358.94, 0.01, 142.70
2905, -0.83, 0.23, 0.50, -0.79, 0.85, 0.00, 12.75, -15.75, 34.06, 0.9979, 0.0089, 0.0644, 0.0009, 345.23, 358.98, 359.96, 141.01
2918, -0.81, 0.22, 0.49, -0.79, 0.61, 0.06, 13.65, -15.15, 32.56, 0.9979, 0.0090, 0.0648, 0.0009, 345.13, 358.97, 359.96, 137.98
2931, -0.80, 0.22, 0.51, -0.91, 0.49, 0.00, 11.85, -15.60, 32.26, 0.9978, 0.0090, 0.0652, 0.0009, 345.04, 358.97, 359.96, 142.78
2944, -0.82, 0.23, 0.51, -1.10, 0.37, -0.18, 13.20, -14.85, 34.21, 0.9978, 0.0090, 0.0656, 0.0009, 344.95, 358.97, 359.96, 138.37
3147, -0.85, 0.23, 0.54, -1.04, 0.37, 0.00, 14.10, -16.05, 33.01, 0.9978, 0.0090, 0.0660, 0.0009, 344.86, 358.97, 359.96, 138.70
3160, -0.86, 0.23, 0.54, -0.98, 0.30, -0.24, 13.95, -16.65, 32.86, 0.9977, 0.0090, 0.0664, 0.0009, 344.76, 358.97, 359.96, 140.04
