1484, -0.86, 0.12, 0.50, -0.79, 0.37, -1.52, 8.70, -14.70, 21.61, 1.0000, 0.0076, 0.0010, -0.0001, 359.76, 359.13, 0.01, 149.38
1497, -0.87, 0.10, 0.51, -0.24, 0.18, -1.40, 6.75, -14.10, 23.56, 1.0000, 0.0076, 0.0015, -0.0002, 359.66, 359.13, 0.03, 154.42
1510, -0.86, 0.10, 0.49, -0.12, 0.24, -1.04, 7.35, -14.25, 22.66, 1.0000, 0.0076, 0.0019, -0.0003, 359.56, 359.13, 0.04, 152.72
1523, -0.87, 0.10, 0.52, -0.12, 0.24, -1.04, 7.35, -15.00, 21.61, 1.0000, 0.0076, 0.0024, -0.0004, 359.46, 359.12, 0.05, 153.90
1535, -0.87, 0.08, 0.50, -0.18, 0.43, -0.91, 8.40, -16.50, 20.56, 1.0000, 0.0077, 0.0028, -0.0005, 359.36, 359.12, 0.06, 153.02
1548, -0.86, 0.08, 0.49, 0.00, 0.49, -0.67, 7.80, -14.85, 20.11, 1.0000, 0.0077, 0.0033, -0.0006, 359.25, 359.12, 0.07, 152.29
1561, -0.89, 0.08, 0.49, 0.18, 0.55, -0.43, 10.50, -16.05, 22.96, 1.0000, 0.0078, 0.0037, -0.0006, 359.14, 359.11, 0.07, 146.81
1574, -0.87, 0.09, 0.49, 0.49, 0.67, 0.00, 7.65, -15.75, 20.86, 1.0000, 0.0078, 0.0042, -0.0006, 359.03, 359.10, 0.07, 154.09
1632, -0.84, 0.07, 0.49, 0.37, 0.55, 0.24, 7.95, -14.70, 23.41, 1.0000, 0.0079, 0.0047, -0.0006, 358.93, 359.09, 0.07, 151.59
1645, -0.85, 0.08, 0.50, 0.18, 0.73, 0.30, 6.45, -14.10, 23.86, 1.0000, 0.0080, 0.0051, -0.0006, 358.82, 359.09, 0.07, 155.42
1658, -0.80, 0.02, 0.52, 0.43, 0.85, 0.43, 6.45, -13.35, 20.71, 1.0000, 0.0081, 0.0056, -0.0005, 358.71, 359.08, 0.06, 154.21
1671, -0.89, 0.04, 0.44, 0.91, 0.98, 0.67, 7.05, -13.35, 21.46, 0.9999, 0.0082, 0.0061, -0.0005, 358.60, 359.07, 0.06, 152.16
1684, -0.90, 0.11, 0.46, 1.16, 1.04, 0.98, 6.90, -14.25, 22.36, 0.9999, 0.0083, 0.0066, -0.0004, 358.48, 359.05, 0.05, 154.16
1697, -0.88, 0.10, 0.48, 1.34, 0.85, 0.73, 6.75, -14.10, 20.41, 0.9999, 0.0084, 0.0071, -0.0003, 358.37, 359.03, 0.04, 154.42
1711, -0.85, 0.13, 0.54, 1.34, 0.98, 0.67, 7.35, -16.05, 20.56, 0.9999, 0.0086, 0.0076, -0.0002, 358.25, 359.01, 0.04, 155.39
1724, -0.84, 0.12, 0.51, 1.71, 0.98, 0.85, 8.70, -15.00, 21.91, 0.9999, 0.0088, 0.0081, -0.0002, 358.14, 358.99, 0.03, 149.89
1760, -0.86, 0.15, 0.51, 1.89, 1.04, 1.04, 8.55, -15.90, 20.41, 0.9999, 0.0090, 0.0086, -0.0001, 358.03, 358.96, 0.02, 151.73
1773, -0.88, 0.11, 0.50, 1.77, 1.04, 0.79, 8.25, -14.10, 22.21, 0.9999, 0.0093, 0.0091, -0.0000, 357.91, 358.94, 0.01, 149.67
1787, -0.87, 0.14, 0.50, 1.77, 0.98, 0.67, 7.80, -14.40, 21.16, 0.9999, 0.0095, 0.0096, 0.0001, 357.80, 358.91, 0.00, 151.56
1800, -0.86, 0.15, 0.50, 1.83, 1.04, 0.67, 7.95, -15.00, 21.31, 0.9999, 0.0097, 0.0101, 0.0001, 357.68, 358.89, 360.00, 152.08
1813, -0.84, 0.16, 0.49, 2.26, 1.22, 0.67, 7.50, -14.40, 21.76, 0.9999, 0.0100, 0.0106, 0.0002, 357.56, 358.86, 359.99, 152.49
