1482, -0.66, 0.70, 0.26, -0.30, 1.28, 0.55, -24.76, 33.61, 31.66, 1.0000, 0.0077, 0.0011, 0.0001, 359.76, 359.11, 359.99, 323.62
1494, -0.64, 0.70, 0.24, -0.18, 1.28, 0.55, -24.76, 32.26, 30.01, 1.0000, 0.0081, 0.0015, 0.0001, 359.66, 359.08, 359.99, 322.50
1507, -0.66, 0.69, 0.25, -0.18, 1.34, 0.67, -23.11, 32.71, 30.16, 1.0000, 0.0084, 0.0019, 0.0002, 359.56, 359.04, 359.98, 324.76
1520, -0.65, 0.69, 0.24, -0.18, 1.28, 0.55, -23.26, 33.01, 31.36, 1.0000, 0.0087, 0.0024, 0.0002, 359.46, 359.00, 359.98, 324.83
1533, -0.64, 0.70, 0.24, -0.37, 1.28, 0.55, -23.86, 33.16, 30.16, 1.0000, 0.0090, 0.0028, 0.0003, 359.36, 358.97, 359.97, 324.27
1546, -0.65, 0.70, 0.25, -0.49, 1.28, 0.55, -24.91, 33.91, 30.76, 1.0000, 0.0093, 0.0032, 0.0003, 359.26, 358.94, 359.96, 323.70
1559, -0.64, 0.71, 0.25, -0.43, 1.28, 0.49, -23.86, 33.16, 30.76, 0.9999, 0.0096, 0.0036, 0.0004, 359.17, 358.90, 359.96, 324.27
1572, -0.65, 0.72, 0.26, -0.49, 1.28, 0.49, -24.61, 33.46, 30.16, 0.9999, 0.0099, 0.0041, 0.0004, 359.07, 358.87, 359.95, 323.67
2155, -0.66, 0.71, 0.27, -1.16, 1.04, 0.37, -23.86, 32.71, 30.46, 0.9996, 0.0205, 0.0216, 0.0017, 355.05, 357.65, 359.86, 323.89
2168, -0.65, 0.72, 0.27, -1.16, 1.04, 0.30, -24.01, 32.26, 30.31, 0.9995, 0.0207, 0.0220, 0.0017, 354.96, 357.63, 359.86, 323.34
2182, -0.64, 0.69, 0.28, -0.98, 1.10, 0.24, -24.01, 32.26, 30.61, 0.9995, 0.0210, 0.0224, 0.0017, 354.86, 357.60, 359.86, 323.34
2195, -0.65, 0.69, 0.27, -0.61, 0.98, 0.30, -24.91, 32.11, 28.66, 0.9995, 0.0215, 0.0232, 0.0018, 354.68, 357.54, 359.85, 322.20
