1486, -0.88, 0.28, 0.56, -20.00, 1.28, -8.54, 19.50, -15.30, 25.81, 1.0000, 0.0059, 0.0011, -0.0007, 359.74, 359.32, 0.08, 128.12
1499, -0.88, 0.27, 0.54, -19.27, 1.28, -9.94, 19.05, -16.20, 24.61, 1.0000, 0.0044, 0.0017, -0.0015, 359.62, 359.50, 0.18, 130.38
1512, -0.89, 0.23, 0.53, -18.11, 0.79, -11.10, 21.01, -15.00, 25.06, 1.0000, 0.0029, 0.0022, -0.0025, 359.50, 359.67, 0.28, 125.54
1525, -0.86, 0.25, 0.54, -16.22, 0.06, -12.01, 19.65, -16.65, 24.61, 1.0000, 0.0015, 0.0026, -0.0035, 359.40, 359.83, 0.40, 130.28
1538, -0.81, 0.20, 0.54, -14.02, 0.00, -12.99, 20.56, -17.85, 24.76, 1.0000, 0.0004, 0.0031, -0.0046, 359.30, 359.96, 0.53, 130.98
1551, -0.78, 0.19, 0.52, -12.99, 0.79, -13.84, 19.95, -16.50, 25.66, 1.0000, -0.0007, 0.0035, -0.0058, 359.20, 0.08, 0.66, 129.59
1564, -0.79, 0.16, 0.50, -13.29, 1.77, -14.82, 19.20, -15.75, 24.76, 1.0000, -0.0018, 0.0040, -0.0070, 359.08, 0.20, 0.80, 129.36
1577, -0.82, 0.17, 0.52, -13.54, 2.20, -15.43, 21.31, -16.80, 25.81, 1.0000, -0.0029, 0.0046, -0.0084, 358.94, 0.33, 0.96, 128.26
1648, -0.85, 0.17, 0.53, -12.87, 2.01, -15.67, 21.91, -16.95, 25.96, 0.9999, -0.0039, 0.0052, -0.0097, 358.80, 0.45, 1.11, 127.74
1661, -0.87, 0.16, 0.55, -11.28, 1.77, -15.85, 19.20, -16.50, 25.06, 0.9999, -0.0049, 0.0058, -0.0111, 358.67, 0.55, 1.27, 130.67
1674, -0.90, 0.19, 0.56, -9.82, 1.83, -16.52, 19.50, -17.55, 25.81, 0.9999, -0.0057, 0.0063, -0.0125, 358.53, 0.64, 1.43, 131.99
1688, -0.87, 0.17, 0.58, -8.60, 2.13, -17.32, 20.86, -16.20, 23.86, 0.9999, -0.0064, 0.0070, -0.0140, 358.39, 0.72, 1.59, 127.85
1701, -0.84, 0.14, 0.58, -6.89, 2.62, -18.17, 20.86, -16.65, 24.61, 0.9998, -0.0069, 0.0076, -0.0155, 358.24, 0.78, 1.77, 128.61
1714, -0.80, 0.11, 0.56, -5.43, 3.29, -18.90, 20.41, -15.15, 24.61, 0.9998, -0.0074, 0.0082, -0.0172, 358.08, 0.83, 1.96, 126.60
1727, -0.79, 0.10, 0.55, -3.84, 3.60, -19.39, 21.31, -17.10, 24.76, 0.9998, -0.0077, 0.0089, -0.0188, 357.92, 0.86, 2.15, 128.76
1768, -0.79, 0.11, 0.51, -2.68, 3.84, -19.51, 20.56, -17.85, 25.36, 0.9997, -0.0079, 0.0096, -0.0205, 357.76, 0.88, 2.34, 130.98
1782, -0.81, 0.11, 0.53, -1.83, 3.96, -19.45, 21.01, -17.55, 25.06, 0.9997, -0.0080, 0.0103, -0.0222, 357.59, 0.89, 2.54, 129.89
1795, -0.87, 0.12, 0.54, -1.40, 3.84, -19.82, 20.56, -16.80, 25.36, 0.9996, -0.0081, 0.0110, -0.0239, 357.42, 0.90, 2.73, 129.27
1808, -0.90, 0.12, 0.58, -0.24, 3.41, -20.37, 19.35, -16.65, 24.61, 0.9996, -0.0081, 0.0118, -0.0257, 357.26, 0.90, 2.93, 130.71
1821, -0.88, 0.11, 0.60, 1.40, 2.99, -20.85, 19.95, -17.85, 25.81, 0.9995, -0.0080, 0.0124, -0.0275, 357.10, 0.87, 3.14, 131.82
1835, -0.82, 0.11, 0.61, 3.23, 3.05, -21.46, 18.75, -15.30, 25.36, 0.9995, -0.0077, 0.0131, -0.0293, 356.95, 0.84, 3.35, 129.21
1848, -0.79, 0.12, 0.61, 5.24, 3.60, -22.01, 19.50, -15.30, 25.36, 0.9994, -0.0072, 0.0137, -0.0313, 356.80, 0.78, 3.57, 128.12
1886, -0.81, 0.07, 0.56, 8.84, 5.37, -23.23, 18.75, -16.80, 26.86, 0.9992, -0.0058, 0.0152, -0.0352, 356.47, 0.60, 4.03, 131.86
1899, -0.89, 0.04, 0.55, 10.49, 5.37, -23.48, 19.20, -16.50, 26.86, 0.9992, -0.0049, 0.0160, -0.0373, 356.28, 0.49, 4.27, 130.67
1913, -0.91, 0.04, 0.53, -259.33, 140.43, -675.30, 18.30, -16.20, 26.71, 0.9991, -0.0038, 0.0168, -0.0394, 356.11, 0.36, 4.51, 131.52
1926, -0.77, 0.06, 0.59, 14.39, 3.41, -23.11, 18.75, -17.55, 26.86, 0.9989, -0.0014, 0.0181, -0.0434, 355.84, 0.07, 4.98, 133.11
