,thresh,skip,moving avg,Text File,Time,bot ax,bot ay,bot az,bot gx,bot gy,bot gz,bot a_mag,bot avg_a_mag,top ax,top ay,top az,top gx,top gy,top gz,top a_mag,top avg_a_mag,diff avg_a_mag,diff a_mag,ambient_pressure,ambient_temp,shock_pressure
320,-4.786357905922184,10,5,1,320,0.71,-0.39,1.1,93.66,49.09,-49.63,1.3660893090000001,1.828604462,-0.94,-0.43,0.57,-11.95,6.89,22.87,1.180423653,1.770087954,-0.058516507999999995,-0.185665656,1018,43,100
321,-4.786357905922184,10,5,1,321,-3.89,2.44,5.52,76.22,15.3,-46.22,7.180257656,1.9519601709999999,-0.91,-0.5,0.55,-11.77,7.32,24.33,1.174989362,1.774721899,-0.177238272,-6.0052682939999995,1018,43,100
322,-4.786357905922184,10,5,1,322,-9.38,7.52,7.17,30.98,-40.55,-38.66,13.99798914,2.224617899,-0.88,-0.47,0.51,-11.89,6.83,25.24,1.12044634,1.7784964490000001,-0.44612145,-12.877542800000002,1018,43,100
323,-4.786357905922184,10,5,1,323,-4.03,1.94,-2.1,12.2,-80.49,-20.79,4.941103116,2.312525751,-0.89,-0.3,0.51,-11.71,6.4,25.67,1.068737573,1.781819054,-0.5307066970000001,-3.872365543,1018,43,100
324,-4.786357905922184,10,5,1,324,0.55,-0.39,-3.57,22.87,-30.73,-34.33,3.6331116139999997,2.378719598,-0.91,-0.14,0.52,-9.39,5.49,26.59,1.057402478,1.78435313,-0.5943664679999999,-2.575709136,1018,43,100
325,-4.786357905922184,10,5,1,325,-0.06,1.01,0.73,63.41,39.45,-45.0,1.247637768,2.382533764,-0.91,-0.05,0.47,-6.28,5.0,27.26,1.02542674,1.785829061,-0.596704702,-0.222211028,1018,43,100
326,-4.786357905922184,10,5,1,326,-1.2,0.87,2.72,63.66,39.27,-37.8,3.097628125,2.404469829,-0.91,0.05,0.48,-3.72,4.63,27.68,1.030048543,1.7870248780000002,-0.617444951,-2.067579582,1018,43,100
327,-4.786357905922184,10,5,1,327,0.4,-0.55,1.74,15.67,5.0,-31.16,1.868180933,2.415381983,-0.9,0.15,0.5,-0.43,4.51,28.29,1.040432602,1.788247821,-0.627134162,-0.8277483309999999,1018,43,100
328,-4.786357905922184,10,5,1,328,-1.77,1.05,-0.02,-29.94,-21.28,-23.11,2.058105925,2.436725928,-0.85,0.13,0.51,3.6,4.7,28.84,0.999749969,1.788674479,-0.648051449,-1.058355957,1018,43,100
329,-4.786357905922184,10,5,1,329,-2.24,-0.16,-2.03,-30.49,-32.93,-14.94,3.027226453,2.4628669690000002,-0.82,0.08,0.5,7.38,5.0,28.96,0.9637427040000001,1.7882191530000002,-0.6746478159999999,-2.063483749,1018,43,100
330,-4.786357905922184,10,5,1,330,-1.96,-0.54,-1.38,-6.52,-19.15,-24.82,2.457152824,2.497763622,-0.81,0.01,0.49,9.82,5.24,28.66,0.9467312179999999,1.78763763,-0.710125992,-1.510421605,1018,43,100
331,-4.786357905922184,10,5,1,331,-0.74,0.88,0.46,14.94,3.9,-40.3,1.238386046,2.494265463,-0.82,-0.05,0.48,12.07,5.37,28.72,0.951472543,1.7875223690000002,-0.706743094,-0.286913503,1018,43,100
332,-4.786357905922184,10,5,1,332,0.3,0.09,0.82,19.21,6.16,-38.72,0.877781294,2.446820781,-0.85,-0.09,0.5,13.6,4.94,28.78,0.990252493,1.7877723680000002,-0.6590484129999999,0.11247119900000001,1018,43,100
333,-4.786357905922184,10,5,1,333,0.01,0.38,-1.09,4.57,1.04,-36.04,1.154382952,2.38324403,-0.84,-0.1,0.48,13.96,4.45,28.54,0.972625313,1.786769069,-0.596474961,-0.181757639,1018,43,100
334,-4.786357905922184,10,5,1,334,1.66,-1.02,-2.46,-2.26,2.8,-35.0,3.13808859,2.360184592,-0.83,-0.04,0.49,13.96,3.54,28.23,0.964676111,1.785391839,-0.574792754,-2.173412479,1018,43,100
335,-4.786357905922184,10,5,1,335,0.86,-2.48,-4.9,9.15,25.24,-35.73,5.558776844,2.460550874,-0.82,0.04,0.48,14.63,2.68,28.17,0.9509994740000001,1.783941362,-0.6766095120000001,-4.60777737,1018,43,100
336,-4.786357905922184,10,5,1,336,0.81,-1.02,-2.99,28.72,77.93,-49.02,3.261380076,2.490371696,-0.78,0.09,0.44,15.55,1.59,27.68,0.900055554,1.78164666,-0.7087250359999999,-2.361324522,1018,43,100
337,-4.786357905922184,10,5,1,337,-2.74,2.92,2.12,40.79,99.82,-55.06,4.530827738999999,2.554977484,-0.76,0.2,0.42,16.28,0.43,27.32,0.891066776,1.778589299,-0.7763881859999999,-3.639760963,1018,43,100
338,-4.786357905922184,10,5,1,338,-7.39,4.49,2.53,21.46,59.09,-32.5,9.009611534,2.714078484,-0.76,0.26,0.43,17.01,-0.61,27.26,0.911098238,1.775872304,-0.93820618,-8.098513296,1018,43,100
339,-4.786357905922184,10,5,1,339,-4.57,2.96,2.89,-6.34,32.74,-22.38,6.1643004470000005,2.822878638,-0.77,0.25,0.43,17.62,-1.71,27.26,0.916678788,1.773044595,-1.049834043,-5.247621659,1018,43,100
340,-4.786357905922184,10,5,1,340,0.88,-0.14,-0.18,-9.02,28.6,-19.7,0.909065454,2.8131931210000003,-0.79,0.24,0.44,17.32,-2.74,27.26,0.93557469,1.770766567,-1.042426554,0.026509236000000002,1018,43,100
341,-4.786357905922184,10,5,1,341,1.55,-0.44,2.38,2.56,31.16,-17.44,2.874108557,2.8294553939999996,-0.83,0.21,0.49,15.91,-3.96,27.13,0.9864583109999999,1.770039928,-1.059415467,-1.887650246,1018,43,100
342,-4.786357905922184,10,5,1,342,1.15,0.39,3.93,-9.63,-6.71,-18.84,4.113331983,2.8145518739999997,-0.9,0.14,0.54,14.33,-4.45,27.01,1.058867319,1.50857255,-1.3059793240000002,-3.054464663,1018,43,100
343,-4.786357905922184,10,5,1,343,1.22,-0.14,2.43,-30.67,-64.21,-5.37,2.722664136,2.8047895819999997,-0.98,0.05,0.61,13.11,-4.82,27.32,1.155422001,1.511671992,-1.29311759,-1.567242136,1018,43,100
344,-4.786357905922184,10,5,1,344,1.33,-1.84,-0.09,-53.96,-101.71,14.09,2.272135559,2.8132555439999996,-1.02,-0.03,0.64,11.89,-4.7,28.23,1.204533105,1.5164909130000002,-1.2967646309999998,-1.067602455,1018,43,100
345,-4.786357905922184,10,5,1,345,-1.48,-0.13,-1.56,-60.55,-87.5,8.17,2.15427482,2.838693377,-0.99,-0.08,0.62,10.79,-4.15,29.15,1.170854389,1.247210546,-1.591482831,-0.983420431,1018,43,100
346,-4.786357905922184,10,5,1,346,-3.53,1.4,-1.13,-33.6,-23.41,5.12,3.962044927,2.858544715,-0.9,-0.09,0.6,9.63,-3.48,30.0,1.085403151,1.249271726,-1.609272988,-2.876641776,1018,43,100
347,-4.786357905922184,10,5,1,347,-3.06,2.12,0.88,-28.78,22.38,-1.04,3.825232019,2.873722363,-0.87,-0.06,0.52,8.41,-2.74,30.18,1.015332458,1.249428934,-1.624293429,-2.8098995610000004,1018,43,100
348,-4.786357905922184,10,5,1,348,-0.34,1.2,-0.29,-34.63,49.63,1.83,1.2805077120000001,2.87058256,-0.85,0.01,0.46,8.11,-2.2,30.43,0.966540222,1.245986069,-1.624596491,-0.31396749,1018,43,100
349,-4.786357905922184,10,5,1,349,-0.82,0.59,1.65,-34.76,41.77,11.16,1.934683437,2.892331613,-0.85,0.08,0.41,8.41,-1.65,30.06,0.9471008390000001,1.241596562,-1.6507350509999998,-0.9875825970000001,1018,43,100
397,-4.786357905922184,10,5,1,397,-0.04,0.48,-1.12,-4.33,72.87,-65.55,1.219180052,1.345729844,-0.79,0.18,0.62,-18.17,0.3,-11.95,1.020245069,1.208918077,-0.136811766,-0.19893498399999998,1018,43,100
398,-4.786357905922184,10,5,1,398,-10.72,9.38,5.49,-10.67,66.65,-49.51,15.26574269,1.6254345430000001,-0.94,0.22,0.47,-19.88,0.0,-12.2,1.07373181,1.211061909,-0.41437263399999996,-14.19201088,1018,43,100
399,-4.786357905922184,10,5,1,399,-6.24,4.21,0.77,-28.78,17.93,-14.21,7.566676946,1.738074413,-0.74,0.13,0.54,-20.91,-0.73,-11.59,0.9252567209999999,1.210625027,-0.527449387,-6.641420225,1018,43,100
400,-4.786357905922184,10,5,1,400,2.47,-0.21,1.24,-29.02,25.49,-17.01,2.77175035,1.758147294,-0.81,0.35,0.67,-21.83,-1.04,-10.98,1.10792599,1.21331357,-0.544833724,-1.6638243590000001,1018,43,100
401,-4.786357905922184,10,5,1,401,3.15,-1.95,4.78,-721.71,-1740.12,19.27,6.047594563,1.838779959,-0.97,0.08,0.38,-22.8,-0.73,-10.85,1.044844486,1.213916618,-0.624863341,-5.002750077,1018,43,100
402,-4.786357905922184,10,5,1,402,-3.27,1.73,1.5,-71.89,-82.93,4.7,3.9919669339999997,1.887040824,-0.89,0.18,0.57,-23.72,-0.24,-10.37,1.072100742,1.213828189,-0.673212635,-2.9198661919999997,1018,43,100
403,-4.786357905922184,10,5,1,403,-7.0,2.19,0.61,-67.62,-61.89,-0.91,7.359904891,2.015766239,-0.81,0.14,0.67,-24.02,0.18,-9.76,1.060471593,1.2129514259999998,-0.802814813,-6.299433297,1018,43,100
404,-4.786357905922184,10,5,1,404,-4.9,8.05,9.82,-61.52,65.55,3.78,13.61047023,2.260816852,-0.9,0.16,0.55,-27.26,-0.49,-8.96,1.066817698,1.212778712,-1.048038139,-12.54365254,1018,43,100
405,-4.786357905922184,10,5,1,405,-5.85,5.7,-1.75,-31.46,-26.34,39.51,8.353143121,2.4025704269999997,-0.9,0.16,0.45,-28.41,-0.67,-7.8,1.018871925,1.212193327,-1.1903771,-7.334271196,1018,43,100
406,-4.786357905922184,10,5,1,406,-0.15,-0.18,-0.41,11.95,5.0,43.72,0.47222875799999997,2.398849897,-0.78,0.14,0.5,-30.18,-0.67,-7.5,0.9370165420000001,1.042567525,-1.356282372,0.464787784,1018,43,100
407,-4.786357905922184,10,5,1,407,2.44,-0.72,1.09,10.49,50.85,26.16,2.7676885660000003,2.42662324,-0.74,0.08,0.56,-31.46,-0.73,-7.68,0.931450482,1.0404572,-1.3861660409999998,-1.836238085,1018,43,100
408,-4.786357905922184,10,5,1,408,2.53,-0.43,3.45,-0.85,48.96,23.78,4.2998023210000005,2.480562462,-0.84,0.1,0.53,-30.61,-0.91,-7.07,0.998248466,1.038824947,-1.441737515,-3.301553855,1018,43,100
409,-4.786357905922184,10,5,1,409,0.77,-0.2,2.54,-21.4,4.02,28.78,2.6616724069999997,2.524539561,-0.77,0.16,0.51,-30.0,-0.37,-7.07,0.937336652,1.041409997,-1.483129564,-1.7243357540000002,1018,43,100
410,-4.786357905922184,10,5,1,410,-1.4,2.03,0.81,-47.13,-25.49,28.66,2.595573154,2.55775557,-0.7,0.29,0.43,-32.68,-1.04,-8.54,0.871206061,1.04173558,-1.51601999,-1.724367094,1018,43,100
411,-4.786357905922184,10,5,1,411,-6.39,3.96,-0.32,-48.54,-19.39,35.24,7.524367083,2.6975228369999997,-0.87,0.56,0.63,-41.83,-2.2,-13.6,1.211362869,1.046999715,-1.6505231219999998,-6.313004213999999,1018,43,100
412,-4.786357905922184,10,5,1,412,-4.97,1.75,-0.7,-49.57,7.32,39.09,5.315392742,2.790866125,-0.93,0.45,0.52,-42.8,-1.34,-13.96,1.156633045,1.051980792,-1.738885333,-4.158759697,1018,43,100
413,-4.786357905922184,10,5,1,413,-0.51,-1.12,0.04,-48.54,33.48,33.66,1.231300126,2.797256997,-0.74,-0.47,0.73,-73.48,-6.89,12.26,1.140789201,1.054830605,-1.742426391,-0.090510925,1018,43,100
414,-4.786357905922184,10,5,1,414,1.81,-0.88,1.2,-51.83,38.05,25.98,2.343181598,2.813025291,-0.93,-0.42,0.76,-59.51,-8.48,12.5,1.272360012,1.060242836,-1.752782455,-1.0708215859999999,1018,43,100
415,-4.786357905922184,10,5,1,415,1.87,-0.11,2.06,-58.41,16.1,33.78,2.7843491160000005,2.814118135,-1.01,-0.23,0.89,-46.52,-11.34,14.09,1.36568664,1.067972902,-1.746145232,-1.418662476,1018,43,100
416,-4.786357905922184,10,5,1,416,-0.37,0.98,0.71,-65.79,-11.71,47.38,1.265464342,2.78627895,-0.91,-0.15,0.99,-32.74,-14.7,15.18,1.353033629,1.075957936,-1.710321014,0.087569287,1018,43,100
417,-4.786357905922184,10,5,1,417,-0.83,1.44,-0.15,-52.93,-19.76,57.8,1.6688319269999998,2.7740893730000002,-0.86,-0.13,0.95,-19.33,-16.1,14.88,1.2880217390000002,1.082450781,-1.6916385919999999,-0.380810188,1018,43,100
418,-4.786357905922184,10,5,1,418,-2.49,1.11,-0.36,-19.39,-4.39,53.96,2.749872724,2.81663211,-0.76,-0.13,0.97,-8.41,-16.52,15.0,1.2391125859999998,1.087587168,-1.729044941,-1.510760139,1018,43,100
419,-4.786357905922184,10,5,1,419,-1.5,0.33,0.19,1.65,13.05,38.11,1.5475787540000001,2.831274178,-0.53,-0.18,0.85,1.28,-15.91,15.85,1.0177426,1.088370613,-1.7429035659999998,-0.529836154,1018,43,100
420,-4.786357905922184,10,5,1,420,-1.07,0.45,1.94,3.23,15.61,30.55,2.2607520869999997,2.8539707830000003,-0.41,-0.32,0.6,8.66,-14.39,15.98,0.7940403009999999,1.084467587,-1.7695031959999998,-1.4667117859999999,1018,43,100
421,-4.786357905922184,10,5,1,421,-1.19,0.8,1.64,-12.07,-3.6,39.45,2.178462761,2.8657746489999996,-0.48,-0.38,0.52,13.11,-13.23,16.1,0.803243425,1.078463473,-1.787311176,-1.375219336,1018,43,100
422,-4.786357905922184,10,5,1,422,-1.07,0.81,0.33,-21.71,-20.91,50.91,1.3819913169999998,2.8675525339999997,-0.56,-0.37,0.56,16.34,-12.44,16.52,0.874128137,1.075204772,-1.792347762,-0.50786318,1018,43,100
423,-4.786357905922184,10,5,1,423,-0.45,0.02,-1.47,-12.07,-20.24,53.11,1.537465447,2.880143649,-0.68,-0.3,0.65,19.63,-11.65,17.01,0.987370245,1.074465108,-1.805678541,-0.5500952020000001,1018,43,100
424,-4.786357905922184,10,5,1,424,0.12,-0.46,-1.56,10.61,4.02,45.49,1.630828011,2.8942734569999997,-0.74,-0.17,0.7,22.87,-10.67,17.62,1.032714869,1.0742569990000002,-1.8200164580000002,-0.598113142,1018,43,100
425,-4.786357905922184,10,5,1,425,-0.02,-0.15,0.67,24.88,20.73,38.84,0.68687699,2.8951424310000005,-0.72,-0.07,0.69,24.94,-8.84,16.65,0.999699955,1.074165182,-1.8209772480000002,0.312822965,1018,43,100
426,-4.786357905922184,10,5,1,426,-0.04,0.32,1.18,25.98,6.59,37.38,1.223274295,2.888233405,-0.68,-0.01,0.67,25.06,-6.28,14.94,0.9546727190000001,1.072900837,-1.8153325669999998,-0.268601576,1018,43,100
478,-4.786357905922184,10,5,1,478,2.25,-1.26,-1.59,5.79,61.52,-24.15,3.029554423,1.3814263230000001,-0.76,-0.44,0.59,135.61,-6.95,-10.73,1.0579697540000002,1.067043823,-0.3143825,-1.971584669,1018,43,100
479,-4.786357905922184,10,5,1,479,-5.25,4.72,4.49,-4.02,53.6,-20.0,8.366660027,1.5207459559999998,-0.62,-0.71,0.68,137.44,-5.61,-13.48,1.162282238,1.068709848,-0.452036108,-7.204377789,1018,43,100
480,-4.786357905922184,10,5,1,480,-14.98,9.0,3.44,-26.89,-14.57,4.88,17.81106398,1.8387128240000001,-0.48,-0.71,0.64,136.65,-3.9,-15.37,1.069626103,1.068408131,-0.7703046929999999,-16.74143787,1018,43,100
481,-4.786357905922184,10,5,1,481,-2.56,0.94,-0.93,-38.6,-51.65,15.67,2.881336495,1.873767004,-0.41,-0.74,0.61,133.9,-2.07,-16.71,1.04297651,1.068127179,-0.805639825,-1.838359986,1018,43,100
482,-4.786357905922184,10,5,1,482,3.39,-1.63,0.45,-21.59,-29.57,16.4,3.7883373660000004,1.941174325,-0.44,-0.66,0.65,130.37,-0.12,-17.62,1.025524256,1.06862167,-0.872552655,-2.76281311,1018,43,100
483,-4.786357905922184,10,5,1,483,3.7,-0.87,5.71,-37.2,-43.72,24.33,6.859373149,2.068035124,-0.53,-0.45,0.57,126.52,2.01,-18.17,0.899055059,1.064391963,-1.0036431609999998,-5.96031809,1018,43,100
484,-4.786357905922184,10,5,1,484,3.91,-1.39,4.28,-102.2,-150.37,51.95,5.961426004,2.162294864,-0.55,-0.4,0.37,123.54,3.35,-18.48,0.7742092740000001,1.055941237,-1.106353627,-5.18721673,1018,43,100
485,-4.786357905922184,10,5,1,485,-1.43,0.19,-0.73,-138.96,-217.68,71.22,1.6167560109999999,2.153947309,-0.81,-0.16,0.46,122.74,2.2,-16.71,0.9451454909999999,1.051753023,-1.102194287,-0.67161052,1018,43,100
486,-4.786357905922184,10,5,1,486,-4.49,1.06,-7.73,-94.82,-138.23,56.71,9.002033104,2.298421133,-0.82,-0.01,0.53,125.91,0.55,-12.8,0.97642204,1.048792355,-1.249628778,-8.025611064,1018,43,100
487,-4.786357905922184,10,5,1,487,-2.64,1.4,0.58,-7.93,27.01,18.11,3.044010512,2.345064771,-0.75,-0.04,0.52,129.57,-0.24,-11.83,0.913509715,1.046307791,-1.29875698,-2.130500797,1018,43,100
488,-4.786357905922184,10,5,1,488,-0.25,1.98,5.23,21.95,54.82,10.85,5.597838868999999,2.436726721,-0.72,-0.09,0.54,126.34,0.55,-14.15,0.9044888059999999,1.047478938,-1.389247783,-4.6933500630000005,1018,43,100
489,-4.786357905922184,10,5,1,489,2.63,-0.12,-0.26,5.85,-16.22,15.3,2.645543422,2.479833509,-0.66,-0.22,0.5,117.07,2.38,-15.73,0.8567379999999999,1.049904517,-1.429928991,-1.7888054230000001,1018,43,100
490,-4.786357905922184,10,5,1,490,-3.18,3.04,-5.13,5.24,9.15,10.06,6.758024859,2.557611779,-0.59,-0.32,0.38,108.66,4.39,-16.04,0.771297608,1.049944762,-1.507667017,-5.9867272510000005,1018,43,100
491,-4.786357905922184,10,5,1,491,-6.68,3.05,0.18,31.65,65.98,12.74,7.345563287,2.644803701,-0.61,-0.3,0.36,101.46,4.39,-13.96,0.769220385,1.0476158979999999,-1.5971878030000002,-6.576342902,1018,43,100
492,-4.786357905922184,10,5,1,492,-1.55,-1.21,0.76,47.68,79.45,12.5,2.108127131,2.652068679,-0.72,-0.29,0.41,93.9,2.01,-13.48,0.877838254,1.0466362120000001,-1.605432467,-1.230288877,1018,43,100
493,-4.786357905922184,10,5,1,493,1.23,-0.28,3.1,44.09,64.88,-6.22,3.346834325,2.69147066,-0.69,-0.31,0.53,84.15,-1.04,-14.45,0.923634127,1.04678514,-1.64468552,-2.423200198,1018,43,100
494,-4.786357905922184,10,5,1,494,1.31,0.68,3.4,11.28,25.43,1.89,3.706548259,2.742579028,-0.63,-0.41,0.62,73.35,-2.32,-16.04,0.974371592,1.045989574,-1.6965894540000002,-2.732176667,1018,43,100
495,-4.786357905922184,10,5,1,495,-0.07,1.04,1.1,-25.06,-15.85,17.07,1.515420734,2.74610984,-0.62,-0.38,0.54,62.87,-2.13,-15.67,0.90575935,1.041366247,-1.7047435930000001,-0.609661384,1018,43,100
496,-4.786357905922184,10,5,1,496,-0.86,0.9,0.09,-23.54,-8.96,19.02,1.248078523,2.751117463,-0.68,-0.33,0.57,53.66,-2.8,-14.21,0.946678404,1.0374044009999999,-1.7137130619999998,-0.30140011899999997,1018,43,100
497,-4.786357905922184,10,5,1,497,-1.91,1.33,0.54,4.09,28.6,9.02,2.38926767,2.7809774160000003,-0.71,-0.23,0.73,45.79,-3.35,-11.77,1.043982758,1.033998258,-1.746979158,-1.3452849119999999,1018,43,100
498,-4.786357905922184,10,5,1,498,0.23,0.37,2.15,5.24,33.6,10.85,2.1936955119999997,2.811753235,-0.75,-0.11,0.77,39.21,-1.71,-8.84,1.0805091390000001,1.031005189,-1.780748046,-1.113186373,1018,43,100
499,-4.786357905922184,10,5,1,499,-6.51,-0.14,-11.85,-584.51,-133.23,-407.56,13.52117598,3.0346520239999997,-0.9,-0.15,0.69,33.54,0.73,-6.89,1.143940558,1.034099157,-2.0005528669999997,-12.37723543,1018,43,100
500,-4.786357905922184,10,5,1,500,-2.13,2.13,0.69,-46.46,28.78,12.07,3.090291248,3.080916935,-0.94,-0.17,0.53,26.4,2.07,-5.79,1.092428487,1.037564039,-2.0433528969999997,-1.997862761,1018,43,100
501,-4.786357905922184,10,5,1,501,-1.16,1.44,0.47,-43.41,31.89,12.26,1.90790461,3.004807972,-0.75,-0.18,0.51,19.82,2.01,-3.05,0.9246620999999999,1.037190378,-1.9676175930000002,-0.9832425090000001,1018,43,100
502,-4.786357905922184,10,5,1,502,-0.39,0.8,0.48,-48.41,29.57,10.85,1.011187421,3.0197819580000003,-0.58,-0.14,0.65,14.27,2.32,-0.91,0.88232647,1.03606885,-1.9837131080000001,-0.128860951,1018,43,100
503,-4.786357905922184,10,5,1,503,-0.93,1.13,0.39,-58.72,28.72,16.34,1.514562643,3.007473211,-0.53,-0.04,0.68,7.38,2.8,-0.3,0.863075895,1.032658648,-1.974814563,-0.651486748,1018,43,100
504,-4.786357905922184,10,5,1,504,-1.09,1.0,-0.11,1809.45,6.16,1488.29,1.483307116,2.9761862569999997,-0.63,0.06,0.82,0.73,2.56,-0.43,1.035808863,1.024939636,-1.951246621,-0.44749825299999996,1018,43,100
505,-4.786357905922184,10,5,1,505,-0.23,0.71,0.25,-68.29,29.76,25.06,0.787083223,2.95285005,-0.69,0.12,0.88,-4.82,2.32,-0.98,1.124677732,1.021855075,-1.930994975,0.337594509,1018,43,100
506,-4.786357905922184,10,5,1,506,0.07,0.03,-0.38,-49.76,40.3,30.43,0.387556448,2.931561895,-0.67,0.18,0.95,-9.15,2.93,-1.95,1.176350288,1.025481327,-1.906080569,0.78879384,1018,43,100
507,-4.786357905922184,10,5,1,507,-1.64,1.14,0.16,-33.41,33.11,31.89,2.003696584,2.947117263,-0.63,0.29,0.87,-12.32,4.51,-1.4,1.112609545,1.031331079,-1.9157861840000001,-0.8910870390000001,1018,43,100
785,-4.786357905922184,10,5,1,785,7.5,-13.73,-11.09,-672.2,-686.28,1514.7,19.17683498,1.660292955,-0.71,-0.25,0.88,-32.56,11.65,-15.98,1.158015544,1.13284562,-0.527447335,-18.01881944,1018,43,100
786,-4.786357905922184,10,5,1,786,0.91,-0.47,-0.46,6.77,-42.87,-16.52,1.122764445,1.6700140380000001,-0.84,-0.13,0.79,-35.67,6.28,-15.67,1.160430954,1.128165173,-0.541848865,0.037666509,1018,43,100
787,-4.786357905922184,10,5,1,787,-2.31,0.43,0.89,95.98,-55.73,22.93,2.5125883069999997,1.703626092,-0.36,0.15,0.7,-35.37,-3.35,-13.11,0.801311425,1.114158753,-0.58946734,-1.711276882,1018,43,100
788,-4.786357905922184,10,5,1,788,-1.19,0.25,0.71,91.52,-64.39,21.71,1.408083804,1.67377053,0.62,0.17,1.03,-28.96,-6.83,-12.62,1.2141663809999999,1.112670002,-0.561100527,-0.19391742399999998,1018,43,100
789,-4.786357905922184,10,5,1,789,-0.64,-0.17,0.63,99.57,-69.21,19.7,0.914002188,1.6094365309999998,-1.03,0.29,1.08,-20.06,-2.13,-12.56,1.5203289119999999,1.1279981190000001,-0.48143841200000004,0.606326724,1018,43,100
790,-4.786357905922184,10,5,1,790,-0.59,-0.13,0.86,106.22,-73.6,15.61,1.050999524,1.593912849,-1.53,-0.08,1.19,-10.0,-3.6,-11.34,1.9399484530000002,1.150894887,-0.44301796200000004,0.8889489290000001,1018,43,100
791,-4.786357905922184,10,5,1,791,-1.3,0.2,0.36,109.02,-78.54,9.27,1.363671515,1.6023597019999998,-1.58,-0.25,1.03,-0.37,-9.09,-6.52,1.902577199,1.166430659,-0.435929044,0.538905685,1018,43,100
792,-4.786357905922184,10,5,1,792,-2.3,1.44,0.0,112.68,-77.99,4.94,2.713595401,1.647229483,-0.82,-0.49,0.7,-0.43,-12.74,-7.56,1.184271928,1.163101287,-0.484128196,-1.529323473,1018,43,100
793,-4.786357905922184,10,5,1,793,-1.56,1.07,0.13,115.06,-75.24,6.46,1.8961540019999998,1.66832877,1.07,-0.36,0.37,-12.99,-9.7,-10.91,1.188023569,1.168021376,-0.500307395,-0.708130433,1018,43,100
794,-4.786357905922184,10,5,1,794,-0.51,-0.27,0.68,113.9,-75.49,6.59,0.8918520059999999,1.6548883419999998,0.46,-0.29,0.68,-18.96,9.88,-8.54,0.870689382,1.1607766959999999,-0.494111646,-0.021162623999999998,1018,43,100
795,-4.786357905922184,10,5,1,795,1.52,-1.56,-0.78,108.66,-78.84,3.48,2.313525448,1.685172607,-1.23,-0.8,0.25,-13.23,24.94,-7.01,1.488421983,1.154797688,-0.530374919,-0.825103465,1018,43,100
796,-4.786357905922184,10,5,1,796,0.97,-0.84,-0.14,109.21,-74.51,-1.71,1.2907749609999999,1.704498114,-1.75,-0.75,0.4,-12.68,24.7,1.34,1.945507646,1.16386827,-0.540629844,0.654732685,1018,43,100
797,-4.786357905922184,10,5,1,797,-0.83,-0.39,0.74,102.38,-70.61,-2.01,1.17838873,1.71939179,-1.75,-0.43,0.62,-16.71,18.6,7.8,1.905728207,1.17942092,-0.53997087,0.727339477,1018,43,100
798,-4.786357905922184,10,5,1,798,-1.26,-0.36,0.1,70.49,-63.72,-5.98,1.314229812,1.7174806409999999,-2.22,-0.56,0.31,-25.98,17.5,3.23,2.31043286,1.2085603059999999,-0.508920335,0.9962030470000001,1018,43,100
799,-4.786357905922184,10,5,1,799,-2.27,1.75,-0.02,39.15,-51.52,-7.87,2.866321685,1.746777091,-1.78,-0.42,0.03,-38.35,17.68,7.01,1.829125474,1.228184042,-0.518593049,-1.037196211,1018,43,100
800,-4.786357905922184,10,5,1,800,-5.2,2.97,1.65,27.56,-48.48,2.13,6.211553751,1.8410235030000002,-1.39,0.04,-0.12,-40.55,13.66,12.07,1.395743529,1.238469392,-0.602554111,-4.8158102210000004,1018,43,100
801,-4.786357905922184,10,5,1,801,-2.96,1.24,0.93,15.37,-50.0,2.44,3.3412722130000003,1.894402759,-2.0,-0.33,-0.06,-38.48,-3.11,11.04,2.027929979,1.262519812,-0.631882947,-1.313342234,1018,43,100
802,-4.786357905922184,10,5,1,802,1.46,-0.18,0.69,1.95,-51.95,-1.22,1.624838454,1.921521796,-1.0,0.22,0.46,-39.09,-20.12,19.82,1.122497216,1.265073023,-0.6564487729999999,-0.502341237,1018,43,100
803,-4.786357905922184,10,5,1,803,2.78,-0.81,0.86,-4.82,-57.99,3.78,3.0206125210000003,1.966466661,-0.79,-0.35,0.36,-6.77,24.21,17.44,0.9360555540000001,1.256443083,-0.710023579,-2.0845569669999997,1018,43,100
804,-4.786357905922184,10,5,1,804,1.01,-0.25,0.78,-13.66,-67.26,8.35,1.300384559,1.973600031,-1.43,-0.34,-0.14,1.4,27.32,17.87,1.47651617,1.261145196,-0.712454835,0.17613161100000002,1018,43,100
805,-4.786357905922184,10,5,1,805,-0.88,0.26,0.18,-29.82,-70.73,8.9,0.9350935779999999,1.946511074,-1.71,-0.14,0.54,-1.04,28.54,16.65,1.7986939709999998,1.263594756,-0.682916318,0.863600392,1018,43,100
806,-4.786357905922184,10,5,1,806,-1.65,1.16,-0.59,-42.99,-61.28,2.38,2.101475672,1.9461991180000002,-2.53,-0.26,0.34,-5.24,28.72,12.07,2.565950116,1.2836862070000001,-0.6625129120000001,0.464474444,1018,43,100
807,-4.786357905922184,10,5,1,807,-1.51,1.89,-0.14,-45.37,-38.66,-1.89,2.423179729,1.9769697769999999,-2.58,-0.23,0.62,-6.34,27.56,839.63,2.663400083,1.316791867,-0.660177909,0.240220353,1018,43,100
